homepage,amount
stakinbacon.com,1230538750
barackobama.com,1225818008
axnstakepool.co.za,1225476949
twitter.com/ada_pools,1222471073
github.com/dodopontocom/yacp,1220778451
storage.googleapis.com/spain-pool/index.html,1220563090
storage.googleapis.com/india-pool/index.html,1216370485
iagon.com,1213185215
pool_id_2661,1212621566
cardano.org,1195622476
twitter.com/adizpool,1190761831
dubaistakepool.com,1186578333
cardanopool.okanet.cz,1185105974
fortuneada.com,1181120440
blocklabs.info,1166785736
pool_id_4290,1155789836
adapools.org/VIET,1148645138
pool_id_3769,1112619894
espressopool.net,1100522781
pool_id_1635,1099411067
siberiapool.github.io,1097230020
pool_id_2936,1093094791
pool_id_2461,1087822733
pool_id_380,1087461798
pool_id_2808,1085758658
pool_id_3768,1084535081
amicielettronici.io,1075435349
pool_id_3536,1053239172
home4cardanians.online,1049003041
getent.ch,1047641190
pool_id_1377,1047621962
pool_id_2762,1047231164
pool_id_3994,1045574031
pool_id_747,1043463985
pool_id_3882,1035664597
tao-pool.com,1034088522
jiffpool.com,1032235168
maasai.io,1032212606
cashtano.xyz,1018842337
pool_id_1145,1014271248
drokdev.pro/blog,1012075370
pool_id_4781,1010380113
pool_id_4859,1009939347
cunum.com/crypto,1009421657
cerp.dev,1009325870
pool_id_630,1008640310
devio.dev,1008611006
bandsonchain.com,1007620730
adamill.io,1007430809
75.119.134.23/index.html,1005175300
pool_id_4924,1003924403
pool_id_764,1001676644
yolopool.io,1001670616
DougDo.github.io/AdaPies,1001425841
pool_id_3954,1001063730
atlazkoin.com/adapool,1000833986
ada.evolhumans.com,1000819149
pimpmypool.github.io/PimpMyPool,1000713424
pool_id_2547,1000000000
pool_id_836,999825743
pool_id_884,998257168
stakepool.ai,998000000
pool_id_888,997620818
pool_id_772,983781249
pool_id_4171,970921601
pool_id_4448,964601654
cardano.schroeffu.ch,956643522
pool_id_947,942823411
pool_id_841,939083298
ihwc.pl,923691183
pool_id_3657,918901314
pool_id_610,918078146
zenen.space,910342644
CardanoOnWheels.com,908336687
fore-co.ltd,904187162
inboxstrategy.com/inbox-pool,903951793
pallamus.com,891425590
trexstaking.de,872085077
InvestPool800nlb.com,864052439
pool_id_4802,862976284
cardanomapleleaf.ca,859736969
fatech.net/cardano,820025746
stakinator.com,816886634
blokchef.com,812165326
GigaX.io,809142273
l.thibautrey.fr/m31,784476660
pool_id_2314,776657131
spane.org,754221182
reyts.com/reytspool,753294328
pool_id_4502,738215807
pool_id_146,726170453
rug.watch,723388419
adapooler.com,720825229
amapools.info,707456382
blocksensus.io,701407805
poolpros.tech,698292896
cardistack.cryptoconnect.uk,692314766
pool_id_1634,680266470
unitegrity.com,673298284
MintMatrix.io,660970413
pool_id_2621,653014581
pool_id_3510,645079510
pool_id_1606,640942071
lttrstakingpool.org,626690294
pool_id_6526,607891195
pool_id_2944,607393771
pool_id_5112,603749609
pool_id_2066,598614966
twitter.com/ECOP85954256,597625746
pool_id_3209,596889206
miaspool.business.site,593799895
thecryptojunction.ca,590538578
glasspool.net,583646133
pool_id_228,572915210
rollway.it,564224529
cardanosimple.com,561645229
deviceworx.com,554406801
pool_id_3320,552424253
pool_id_1232,548606340
covepool.com,545559713
metaada.com,544222702
celts.io?pool=celts,540700677
mnmcharitypool.github.io,538425594
proficardanostaking.com,537175907
jr8974.wixsite.com/dankcentral,536842986
pool_id_1056,532618310
frontierstakepool.com,531275577
cardanonodes.com,528507971
e-quainted.com,528015204
guildwork.org,527625746
pool_id_1855,525372401
pool_id_788,516461389
pool.rickycoder.com,516425793
cometstaking.com,515619014
stablepool.de,515476511
eyeonanime.com,515035303
noether.tech/blockchain,512621610
twitter.com/jpn24_ada_pool,512065971
github.com/code-john/GIBSPOOL.git,511697133
toolspool.online,509825743
pool_id_805,509766415
eliteADAstakepool.com,509235798
phoenixstakepool.com,509144844
adajapan.com,507640398
battlewits.com,507617122
bishnoicardanopool.org,507449373
14all.dev,507449333
pool_id_2894,507423329
pool_id_1941,507236356
pools.symmcom.com,507102535
perkypool.net,505230372
pool_id_2141,504683670
cardanoverve.com,503725382
cairnz.com,502624954
musicmessengers.org,502580210
pool_id_1640,502365742
pool_id_1143,502300231
github.com/schnph/dedwen,502251844
pool_id_507,501251536
cardanaut.com,500624074
neptune-pool.com,500412330
pool_id_4340,500066807
CardanoADAsaverPool.ca,500000000
bridgetowercapital.com,500000000
pool_id_1185,500000000
pool_id_2198,498625042
freewallet1.net,497625746
github.com/AcuteGravityWavePool,497625394
pool_id_1064,497625350
pool_id_1013,497625262
pool_id_1869,497432393
pool_id_1288,497420337
twitter.com/ADAPool050,496831786
maklms.com,496719173
fintechblog.net,496624778
tamil.finance,495985416
pool_id_6880,495332918
demu.pro,495282744
pool_id_3945,493619014
abbacadabba.com,489240394
pool_id_2514,487849465
github.com/totallyradnetworks/cardano-core1/blob/4b0116270d0f83d700443450942ccc106087e785/poolMetaData.json,476652900
pool_id_951,466984959
geekme.com,466084377
tespool.online,465409359
boladacardano.com.br,464851879
gqs-rain.de,464078945
acim.org/acim/preface/what-it-says/en/s/43?wid=toc,460377578
pool_id_4564,458257808
cardano.validators.i2r.tech,444287597
pool_id_612,437621830
pool_id_1098,429144410
pool_id_3783,424685339
babylonpool.com,420082031
unkrass.de/pool.html,410801996
ada-india.com,407405934
pool_id_3359,406436573
waygency.com.au,400944493
samurai-pool.net,399463545
pool_id_2209,397921363
pool_id_2519,391087660
airnodeangels.io,386526303
mystakingpool.com,386440554
CardanoZohar.io,385500629
pool_id_1124,376518669
pool_id_4097,373760410
pool_id_1742,366625702
swoopstake.io,360516002
adaption.us,355164908
pnyx-trading-co.com,352503770
arve-adastakepool.net,350501298
pool_id_1349,347620334
butterfly.today,342417653
nocapstakepool.com,341624605
pool_id_3638,340417081
pool_id_2170,326466865
pool_id_682,321624382
pool_id_1761,313285815
pool_id_3313,309271584
github.com/morgworth/SNDC,308097517
lexen.be,307620906
nerdco.io,306763214
letsada.com,306685167
pool_id_1048,300822669
komanipool.com,300093772
boxedcloud.net,297427861
ppdac.ltd/ada,297094817
fione.co,294865770
super-actuarial-stake-pools.com,291471501
popada.github.io,290423727
pool_id_3493,287686372
adawinpool.com,274557374
pool_id_634,266665872
aaron-pool.site,257248304
twitter.com/LambrettaPool,251223998
twitter.com/INF1_pool,251000039
jerypto.io,250484240
gist.github.com/5dd3fd1c9305ee8da5a4b0e0c7c6c764.git,250000000
github.com/monolith-pools/monoblock-cardano,247210196
pool_id_4219,245204781
pool_id_4168,244646977
pool_id_2657,240722383
pool_id_4769,233375391
cardanocookies.net,229374109
github.com/empo990/matrx_adapool,223194252
cyphergrunts.com,221979210
pool_id_1996,220848661
pool.ada.viamaple.net,218055983
thegoodnode.com,215319475
adacuan.com,215077727
republiccrypto.com,213858582
adasaar.de,212221584
sunshinestake.com,206890051
copenhagenvertigo.com,205618530
pool_id_1896,202625746
Platinum-Pool.com,201445511
system76-server.encyclopedia.tw/crypto/cardano,200000000
pool_id_3982,197625746
localnft.io,197624030
unluckythoughts.com,197456153
pool_id_658,197430721
nxgn.co.th,197299065
celts.io?pool=anne,197226280
celts.io?pool=maeve,197226148
celts.io?pool=chloe,197226148
cardanorpool.wordpress.com/5-2,197125746
pool_id_4409,195445945
pool_id_4366,195288060
pool_id_4490,192083263
https:artburn.io,188939307
git.io/J1SA0,187256192
ever-peace.blogspot.com/2021/03/welcome-to-my-blog.html,179886983
adaooo.com,178259850
vanticatrading.com,177935758
magicada.com,177788132
arubastakepool.com,174968922
bonds.org,174199974
pool_id_4552,168368743
pool_id_3574,167368737
pool_id_4311,164620642
ada.lovelace.center,163755733
pool_id_1930,163622402
ezstaking.io,163039113
garlicknot.io,162110596
pool_id_4625,161673712
twitter.com/CardamomPool,161021654
pool_id_1070,160730261
pool_id_3124,160153384
oceanblue.mr-bandwidth.com,158530782
fabiosiqueira28.wixsite.com/pool-fsscardano,158222233
git.io/JD1Aa,157622050
ivanhreskiv.github.io/veles,157598963
cardano2vn.io,151053519
spocra.io,150926810
pool_id_2881,150610962
pool_id_2700,148796601
pool_id_1887,148435878
pool_id_1762,148091537
ratiostaking.com,146421921
nampool.org,144698748
betterstake.com,139770802
pool_id_3790,138742943
mtxpool.github.io,137855053
artemisone.org,136644068
pool_id_4585,135106409
pool_id_3004,133400000
stakepool.hashpay.ch,132502367
pool_id_4227,130893167
k2pool.com,130601408
pool_id_3012,127837672
pool_id_3368,127046347
sonicstaking.org,126660459
cheddarpool.net,126003727
pool_id_4050,119481717
pool_id_3379,119036341
cardanochinese.site,118165323
pool_id_3557,117618178
adalot.de,117442205
laboticaanimal.com/stakepool,117367869
pool_id_3618,116330953
pool_id_813,115453029
adachain.net,115314991
pool_id_1204,114848902
kudos.wiki,114280001
pool_id_3860,113068208
pool_id_1865,112625351
cardano.moon.bindcloud.jp,111625658
ada.solar,110623414
pool_id_881,110622006
pool_id_2315,109063264
zeuspool.com,108761740
thescenepool.com,108252535
pool_id_1448,107845589
sweepstakepool.io,107431117
pool_id_1977,107224476
linuxpool.io,107145887
pool_id_3774,106623722
ada.bestpool.pro,106115657
twitter.com/kodlpoolzero,105860951
gaja-ada-pool.org,105132223
tlaib.com,104596453
pool_id_4393,104493534
pool_id_4919,103230899
adapool.qubitvision.io,103164846
pool_id_4493,103072351
niftycharities.org,103070019
pool_id_4910,103000000
pool_id_4912,103000000
pool_id_4914,103000000
pool_id_4907,103000000
pool_id_4911,102644358
pool_id_3132,102616550
t.me/BIDAStakingPool,102232264
pool_id_2584,102228700
eastern-bloc.biz,101376006
pool_id_1683,101250210
pool_id_2686,101227512
genieblockchain.netlify.app,101031739
pool_id_1127,100838685
aivs-adapool.datamaven.pro,100777362
ezpool.github.io,100609921
pool_id_2092,100257520
pool_id_2301,100000000
pool_id_2410,100000000
crocopool.tilda.ws,99442997
pool_id_1545,99280884
github.com/mc587,98264824
mycointainer.com/assets/cardano,98024643
lionpool.io,97625042
pool_id_1595,97624734
cherrydao.org,97624556
pool_id_3319,97623898
pool_id_264,97620466
pool_id_200,97510309
maxitint.com/Great_Aussie_Stake.html,97236752
SudoInvestments.com,97023027
ankerpool.com,96794849
pool_id_1153,96634341
yeti1t3y.github.io,95424561
stake.saite.no,94912118
stake-crypto.co.uk,93647290
pool_id_861,93505493
pool_id_5224,82052577
pool_id_1282,80466289
pool_id_857,79065199
maximapool.com,77512682
pool_id_3081,70449031
pool_id_3046,69720767
cardanopool-germany.de,68972661
pool_id_6100,68255875
CryptoTuts.de,67456466
pool_id_1860,66488296
pool_id_4396,61914723
cardanorules.github.io/ada,61577209
tesla.com,59603626
cardanostaking.live,57548997
pool_id_2780,57425793
pool_id_491,55651486
mashelem.xyz,55456744
poolaris.org,55308833
pool_id_2225,54326509
adacoinprofits.com,54036269
poolingtogetherptgr.com,53706194
nemopool.co.nz,52237703
pool_id_2796,52037404
github.com/BYOBStake/BYOB,51339332
pool_id_3092,50425749
pool_id_3355,50411118
pool_id_1326,49055495
git.io/JLN8S,47821475
pool_id_2551,47525743
logyqprotocol.com,47281368
twitter.com/LuraStakePool,45239744
pool_id_1798,44454085
pool_id_4410,44304481
54.208.74.209/index.html,42456901
pool_id_2436,39983004
pool_id_4334,39624703
himalayada.org,37987754
thetigerparty.com,37884088
linkedin.com/in/dubyit,36313357
adatlv.com,35245729
cardanoblockchain.wiki,35245376
abba-staking.com,32637619
abepool.org,32618266
perpetualindustries.com/gem-cryptomining.html,32036957
brokenboxsanctuary.com,30477971
vortex.rocks,29445355
pool_id_1456,27624822
pool_id_1221,27617078
github.com/cjthelegend/cardanoDogePool.git,27597982
pool_id_2295,25825259
pool_id_825,25300000
pool_id_4897,25098487
pool_id_1310,24923870
l3labs.org/fenrir,24517029
foo.foo.com,24404162
bitfindpools.com,23613933
dzpool.net,23482538
bloq.com,23433361
pool_id_6407,22468219
pool_id_2357,22424605
pool_id_3146,22420601
1wjg.com,20603691
pool_id_2366,20061667
pool_id_2745,20015900
pool_id_2854,19736460
pool_id_1389,19453176
pool_id_4157,19452754
pool_id_3033,18816176
pool_id_358,18737033
footystakepool.com,18621214
pool_id_1136,18269664
git.io/JtD9N,17758678
pool_id_5077,17626846
xenovia.consulting/adapool,17619014
milkpool.org,17427226
pool_id_3083,17425265
cardanopub.io,16832997
pool_id_3489,14776577
pool_id_4996,14763176
garudapool.id,12851369
ADA-Kings.com,12691233
pool_id_1211,12621038
kubecoin.org,12620906
cardano-us-east-1.tradecartel.net,12611753
pool_id_2964,12440621
pool_id_742,11700000
pool_id_2474,11633160
pool_id_3788,11346026
stakepool-cardano.com,11286634
pool_id_1810,11000000
pool_id_1616,10984954
pool_id_2626,10843473
moongangx.com,10181917
Child.Help,10000000
pool_id_2237,10000000
haxmode.io,9975834
keen.world,9892022
pool_id_843,9825875
studio0716.github.io,9823411
pool_id_3960,9823059
reefstaking.com,9802291
pool_id_3890,9630058
this.pool.is.not.in.use,9629046
myadapool.com,9619058
cowabungacrypto.com,9618398
pool_id_2117,9551618
pool_id_4437,9490391
darthpool.com,9486132
ada-bp.com,9471895
tca.io,9436265
thecooltank.com/mining-pool,9248208
house-of-cardano.io,8755036
7cs.io,8705929
en.wikipedia.org/wiki/Unicorn,8618750
pool_id_512,8602239
pool_id_1841,8442161
beehiveadapool.github.io/CardanoStaking,8249917
pool_id_3891,8247561
servepool.co,8020216
lucky8888.org,7952568
pool_id_4254,7624514
pinas.live,7622358
pool_id_5099,7621654
pool_id_1018,7620000
skyw.tech,7510763
pool_id_1330,7475689
cactus-stakepool.github.io,7426233
cointourage.com,7401751
pool_id_1316,7054091
pool_id_6815,6821299
pool_id_5855,6821299
pool_id_3415,6738263
pool_id_573,6638814
pool_id_2116,6488625
pool_id_2967,6453117
pool_id_421,6444552
pool_id_2120,6399036
pool_id_2121,6169669
sonla.online,6075094
wecan-group.com/ada,6001245
previsionz.de/staking,6000000
cardanostakepoolops.github.io,5893313
pool_id_2622,5885306
armfunds.org,5879394
sustainableenergypool.eu,5642950
init100.com,5577986
pool_id_2208,5398685
pool_id_2800,5154646
publicwifiproject.com,5119687
bunniesrock.io,5000000
pool_id_3399,4819407
omegastaking.wixsite.com/website,4738366
stake.micro-makers.io,4618002
pool_id_642,4613866
pool_id_1875,4613646
pool_id_1122,4593662
pool_id_1181,4000000
pool_id_1446,3678935
stitched.us,3625350
twitter.com/marikoono2,3622402
oda.fimi.vn,3092547
twitter.com/pool_bean,3080875
pool_id_3624,3070591
pool_id_1384,3000000
pool_id_4603,3000000
pool_id_3518,3000000
pool_id_578,2915210
poolbear.io,2887216
appy.network,2823411
pool_id_2719,2742048
pool_id_2110,2735858
pool_id_3745,2729004
starfishstakepool.com,2646822
pool_id_1907,2639298
raw.githubusercontent.com/mikkelkrogsholm/adapool/master/poolMetaData.json,2625614
thepeoplesmoney.io,2623282
pool_id_1758,2621434
pool_id_2636,2618354
pool_id_2123,2609445
pool_id_4027,2562761
pool_id_4604,2522256
pool_id_1233,2486679
pool_id_1308,2450653
pool_id_2376,2443789
medium.com/@metash4rk,2386319
pool_id_4422,2267244
pool_id_3517,2231905
pool_id_3516,2229858
pool_id_4668,2228964
pool_id_2074,2081122
pool_id_613,2050621
pool_id_3642,2029803
pool_id_3496,2007228
pool_id_291,1865490
atagopool.com,1854270
bardoproductions.com/bardo-pool-1,1822883
pool_id_3903,1801494
adawingman.com,1800569
pool_id_1918,1773860
ada-dream-pool.webflow.io,1688197
gonzo-gongon.wixsite.com/website,1665757
ironstaking.space,1577976
pool_id_4100,1434673
pool_id_4103,1434673
pool_id_4096,1434673
pool_id_4099,1434673
pool_id_4102,1434673
pool_id_4101,1434673
pool_id_3514,1379200
pool_id_2288,1322858
pool_id_4023,1231208
pool_id_221,1221941
pool_id_3515,1202490
pool_id_1369,1132205
pool_id_1678,1044631
pool_id_1654,1000100
pool_id_1653,1000100
landsharing.org/cardano,1000009
pool_id_4392,1000000
pool_id_3413,1000000
pool_id_1749,1000000
pool_id_2004,1000000
pool_id_1147,1000000
pool_id_387,1000000
pool_id_2557,1000000
pool_id_2508,1000000
jupiterada.com,1000000
thesavvyadapool.com,47069
pool_id_735,13127
ada-infinitum.github.io,11118
pool_id_6262,0
pool_id_1259,0
failfection.com,0
pool_id_6260,0
pool_id_6270,0
pool_id_6263,0
pool_id_6266,0
pool_id_6273,0
pool_id_6264,0
wellofcourseiknowhimhes.me,0
pool_id_6265,0
pool_id_1254,0
pool_id_6268,0
harmlesscoin.com,0
pool_id_6271,0
wavgp.com,0
pool_id_6269,0
pool_id_6272,0
pool_id_1273,0
pool_id_1238,0
creakyion.com,0
pool_id_6106,0
pool_id_529,0
pool_id_554,0
2Relays1Core.com,0
pool_id_1407,0
pool_id_1434,0
yugenpools.com,0
geminipool.io,0
zada-stake.de,0
pool_id_1648,0
pool_id_6105,0
pool_id_5220,0
pool_id_1508,0
pool_id_5219,0
stakehub.app,0
bropool.club,0
pool_id_3383,0
pool_id_3388,0
youtube.com/c/UGCapitalVenture,0
pool_id_579,0
pool_id_585,0
pool_id_1375,0
pool_id_6104,0
pool_id_6103,0
pool_id_6101,0
pool_id_1278,0
pool_id_3728,0
butterflystake.com,0
pool_id_412,0
pool_id_1730,0
pool_id_6099,0
pool_id_1293,0
pool_id_6097,0
pool_id_6275,0
pool_id_1332,0
pool_id_325,0
pool_id_1367,0
pool_id_6274,0
pool_id_790,0
vode.se,0
pool_id_4473,0
pool_id_4634,0
princetonpool.github.io,0
pool_id_4635,0
pool_id_2270,0
lfgpool.github.io,0
pool_id_3433,0
cardano-swiss.ch,0
designsesh.com.au,0
bitstall.net,0
pool_id_2186,0
pool_id_2166,0
adapulse.org,0
pool_id_440,0
tetrahapps.com,0
cardano.best,0
pool_id_3051,0
pool_id_963,0
pool_id_2798,0
pool_id_4633,0
pool_id_3807,0
adacucumber.com,0
crypto-economy.com,0
pool_id_2554,0
crayoneaterhooahpool.com,0
pool_id_2555,0
pool_id_2491,0
quick-stake.io,0
pool_id_2469,0
matakanode.io,0
bigroi.club/#/bigroistakepool,0
pool_id_2641,0
pool_id_349,0
makerkarma.org,0
relay0.ais-staking.site,0
pool_id_1554,0
pool_id_2748,0
pool_id_2364,0
pool_id_2335,0
pool_id_3080,0
cardanostake.de,0
pool_id_6276,0
inflw.online,0
pool_id_1902,0
pool_id_1897,0
cross.technology,0
pool_id_755,0
sustainapool.org,0
pool_id_1889,0
pool_id_392,0
cardanoample.com,0
pool_id_693,0
pool_id_3104,0
pool_id_1868,0
cardano01.corehounds.com,0
strikepool.org,0
pool_id_3770,0
pool_id_423,0
htkp.tokenchain.network,0
pool_id_6277,0
pool_id_3098,0
pool_id_3096,0
cardanostakepoolmx.com,0
pool_id_1095,0
pool_id_923,0
pool_id_920,0
kablammo.com,0
pool_id_3877,0
pool_id_907,0
pool.cfort.tech,0
pool_id_508,0
pool_id_870,0
pool_id_864,0
cardano.gothardt.dk,0
pool_id_2008,0
jayfieldnet.io,0
ivyoracle.xyz,0
pool_id_1935,0
islandpool.github.io,0
pool_id_4326,0
pool_id_818,0
pool_id_1563,0
